T_degC,Salnty,O2ml_L
9.83,34.215,1.26
6.21,34.19,
12.12,33.173,5.77
9.48,34.145,2.19
17.25,33.546,5.97
8.56,34.029,3.53
11.05,33.03,6.06
15.06,33.303000000000004,
5.54,34.373000000000005,0.49
9.76,33.589,4.01
8.5,33.925,2.33
18.69,34.56,5.2
9.3,33.93,2.6
17.68,33.66,5.81
9.28,33.671,3.52
11.54,34.329,1.31
14.67,33.393,
13.15,33.507,5.11
17.73,33.5,
11.46,33.53,3.74
10.3,33.738,3.45
18.35,33.38,5.72
12.241,33.5788,
12.29,33.53,
18.17,33.96,5.36
11.11,33.522,
9.46,33.933,2.66
8.95,34.068000000000005,2.1
5.63,34.132,1.21
19.696,33.5418,5.487
4.21,34.521,0.48
14.688,33.596,6.045
8.08,34.094,1.76
15.62,34.111999999999995,5.17
8.28,34.02,
16.413,33.1809,5.631
16.35,33.86,6.11
10.741,33.31,4.331
6.35,34.065,1.57
9.35,33.84,2.99
6.46,34.206,0.66
8.575,34.0131,2.267
8.64,34.081,
19.89,34.463,5.37
14.49,33.758,5.28
6.39,34.088,1.39
16.76,33.3608,5.885
16.02,33.074,5.84
9.9,,3.41
8.624,34.0924,1.885
18.843,33.2217,5.494
10.01,33.815,3.02
8.2,33.84,2.39
8.97,34.01,2.46
9.11,33.91,
9.69,33.81,
5.37,34.11,1.12
12.18,33.517,5.71
18.87,33.386,5.98
13.63,33.36,
9.77,33.845,3.12
8.05,34.473,0.22
8.059,34.0689,1.81
8.91,32.72,5.58
10.09,34.106,2.14
10.036,33.213,4.628
12.66,33.059,5.79
13.39,32.81,5.84
7.97,34.239000000000004,1.11
13.71,33.343,
9.96,33.68,
7.67,34.257,1.1
12.52,33.82,4.99
12.12,33.022,5.81
21.77,33.95,5.04
8.51,34.47,
16.42,33.57,5.47
4.54,,0.4
1.73,34.652,2.41
11.1,33.597,4.18
15.431,33.2673,5.8260000000000005
19.18,33.524,5.37
1.843,34.6472,2.285
9.55,34.042,2.02
9.99,33.953,2.3
7.07,34.26,
15.630999999999998,33.3409,5.636
8.08,,
12.14,33.707,4.73
9.17,,2.12
12.21,33.31,6.36
3.54,34.52,0.75
9.38,33.777,3.88
10.9,33.189,5.22
16.68,33.568000000000005,5.6
8.34,33.986,2.68
9.32,34.005,2.39
9.34,,2.74
14.49,33.0256,5.989
12.53,32.554,
9.67,33.902,2.78
9.768,33.9409,2.256
12.96,,5.62
13.74,33.486,6.04
9.28,34.37,
9.44,34.41,
6.04,34.084,
11.19,33.48,5.82
19.73,33.602,5.43
5.96,34.179,0.7
8.15,34.086,1.22
13.93,33.33,
14.37,32.813,5.63
8.66,34.16,1.67
15.26,33.57,
8.83,34.193000000000005,1.35
10.36,33.98,1.99
7.3,34.319,
14.14,32.997,
20.21,33.28,11.13
14.091,33.5737,5.002
15.13,33.585,5.24
7.47,34.207,1.12
3.4,34.587,0.73
11.94,,5.55
8.76,34.63,0.13
4.06,34.47,0.33
8.8,33.881,3.05
9.5,34.53,
7.81,34.027,2.0
7.997000000000001,34.0274,2.155
9.68,33.923,
9.48,,2.55
14.99,33.62,6.82
8.66,33.98,2.74
6.52,34.35,
11.01,34.322,1.28
13.81,33.376,6.34
7.81,34.581,0.14
5.77,34.29,0.43
12.86,33.483000000000004,5.54
3.63,34.45,0.53
15.5,33.368,5.56
12.75,33.69,4.12
11.57,33.076,5.3
10.42,33.509,4.48
18.923,33.5837,5.442
18.84,32.76,5.38
6.98,34.27,0.59
7.855,34.2322,0.89
12.2,34.397,
7.2,34.059,2.06
9.22,33.909,2.85
9.14,33.77,3.12
14.59,33.569,6.43
19.925,33.145,5.372000000000001
8.08,34.142,
5.4,,0.4
7.13,34.05,
13.16,33.386,5.28
9.77,33.78,3.12
13.1,33.59,6.04
18.15,33.422,5.8
13.34,33.926,3.44
7.54,34.096,1.79
17.71,33.096,5.73
11.16,33.45,4.78
9.03,34.13,
7.49,34.168,1.44
3.29,34.56,0.77
18.72,33.46,5.45
5.882999999999999,34.1952,0.601
7.36,34.036,1.96
8.9,33.944,2.68
8.97,33.71,
8.28,34.085,2.16
6.34,34.152,0.93
9.3,33.739000000000004,3.47
7.46,34.31,
13.88,33.528,6.77
7.9,34.12,
7.86,34.26,
10.04,33.45,4.22
9.629,33.5727,3.782
18.49,33.509,5.55
4.19,34.44,0.45
17.96,34.03,
9.19,34.113,1.69
15.68,33.435,5.76
5.58,34.23,0.46
13.55,33.26,6.22
13.75,33.413000000000004,
5.97,34.17,0.68
15.29,34.11,5.25
10.66,32.936,5.42
16.21,33.162,5.9
9.11,33.808,3.43
11.55,33.529,
11.86,33.189,5.5
5.41,34.327,0.39
8.596,34.1832,0.921
10.34,34.588,0.18
3.81,34.49,
8.47,33.964,2.78
17.74,33.509,6.71
11.14,34.63,0.32
9.05,32.5,6.14
12.34,34.874,1.27
10.87,33.696,3.56
4.66,34.444,
5.64,34.266,0.34
13.64,33.507,5.91
9.55,33.9,2.6
19.09,33.536,5.66
8.92,34.33,
3.64,34.466,0.55
11.78,33.51,5.1
15.28,33.5959,5.688
5.26,34.295,0.43
16.47,33.804,
12.46,34.84,0.6
3.75,34.469,0.68
14.71,33.089,5.94
15.36,33.595,6.03
17.976,33.3905,5.457999999999999
14.89,33.309,
13.17,33.705,
4.73,34.234,0.35
17.61,33.188,5.63
3.18,34.6,0.91
19.09,33.44,5.4
14.62,,
9.23,34.21,
3.93,,
8.25,33.982,
12.69,33.52,
8.62,34.097,1.89
7.59,34.05,2.25
6.28,34.239000000000004,0.81
6.53,34.27,0.5
9.38,33.793,3.29
11.222,33.6683,3.868
10.08,33.608000000000004,3.91
16.721,33.2484,5.674
3.63,34.486999999999995,0.82
2.86,34.57,0.96
4.63,33.96,1.59
7.96,34.043,2.03
15.07,33.556999999999995,5.82
5.88,34.213,0.57
6.32,34.097,1.3
15.27,33.32,6.11
6.64,34.181999999999995,1.27
8.95,34.181,1.73
17.49,34.43,5.13
8.2,33.93,1.67
8.74,33.799,3.27
8.24,34.001,2.53
13.98,33.361999999999995,5.56
8.35,34.074,2.41
10.07,33.744,3.51
7.27,34.23,0.72
11.01,33.593,
9.23,34.303000000000004,1.06
9.79,33.49,
9.293,33.9475,2.488
9.61,33.62,
12.16,34.407,0.9
7.82,34.424,0.39
14.88,33.174,5.73
9.0,33.957,2.49
9.93,33.267,4.55
6.154,34.2586,0.389
9.52,33.913000000000004,2.82
11.94,33.24,6.44
9.66,33.65,
7.5,34.12,
16.19,33.393,5.92
6.09,34.314,0.31
5.6,34.354,0.29
10.28,33.799,3.3
11.23,33.922,3.16
10.67,32.83,
11.86,33.417,5.63
9.83,33.603,3.86
10.89,33.631,4.62
17.2,33.573,5.32
12.63,33.56,5.5
6.88,34.126,1.29
21.89,34.04,
5.59,,0.6
11.8,33.054,6.02
13.441,33.4827,6.507999999999999
10.74,34.34,1.27
10.94,33.387,4.6
8.56,34.323,0.97
9.7,34.257,1.89
10.32,,1.2
8.197000000000001,33.9941,2.5860000000000003
13.76,33.412,
7.04,33.973,2.77
5.32,,
19.45,33.483000000000004,
6.18,34.43,0.24
10.58,33.905,2.9
9.25,34.185,1.85
7.46,34.284,0.65
2.52,34.622,1.4
11.04,33.836,5.11
9.01,33.914,2.56
11.87,33.44,4.69
18.84,34.13,
7.99,34.041,2.57
6.06,34.294000000000004,
10.9,33.39,
3.7,34.49,0.74
15.16,33.61,
12.36,32.667,6.18
11.77,33.485,4.59
6.72,33.39,1.61
19.77,35.26,4.98
16.517,33.374,5.542000000000001
6.13,34.36,0.31
8.47,34.11,
14.899,32.9417,
15.76,33.213,5.67
8.31,34.137,1.7
17.32,33.321,5.57
8.9,33.518,
4.14,,0.52
8.99,34.015,2.6
3.03,34.589,1.33
9.46,33.787,3.25
16.15,33.77,5.38
5.35,34.28,
2.86,34.58,1.45
14.55,33.336,5.93
12.74,33.66,
8.05,34.08,
10.19,33.539,4.23
7.72,34.131,1.93
6.04,34.297,0.41
8.25,34.007,3.06
7.94,33.998000000000005,2.92
8.9,33.969,2.48
8.71,33.915,3.36
1.88,,2.17
5.87,34.34,0.32
13.42,33.42,5.53
12.65,33.547,6.03
6.023,34.2555,0.349
10.45,33.57,4.35
12.42,34.54,0.44
14.16,33.53,
8.21,,
10.42,33.202,5.03
8.35,33.91,3.05
14.97,33.011,5.88
10.53,,3.86
11.96,33.693000000000005,4.34
9.94,33.993,2.78
7.375,34.0492,1.7519999999999998
10.36,33.581,2.84
13.3,33.36,
6.44,34.212,0.78
10.61,33.375,4.59
7.59,34.29,
13.6,32.854,4.86
16.723,33.2717,5.694
15.24,33.577,5.58
5.24,34.281,0.34
16.96,33.53,5.4
6.35,34.281,0.5
14.18,33.3,
15.26,33.541,5.9
6.25,34.145,1.01
16.17,32.778,5.85
17.75,,
4.71,34.492,0.64
8.87,34.03,
3.08,34.546,1.06
10.15,33.96,2.12
13.57,33.453,5.57
9.52,33.91,
9.89,34.093,2.37
16.8,33.6,5.03
13.86,33.44,5.59
5.78,34.02,2.04
4.19,34.409,0.45
9.78,34.524,0.33
16.91,,5.77
10.63,33.53,
13.55,32.698,
6.48,34.42,0.31
7.88,34.117,1.91
9.48,33.78,3.0
8.27,,1.07
17.73,34.89,
8.06,32.77,6.46
7.7,34.094,1.99
8.86,34.116,2.02
10.84,33.509,
9.35,33.688,3.86
13.8,33.56,
18.92,33.676,5.13
9.51,34.38,
9.38,33.935,2.47
6.644,34.0957,1.3
11.63,34.3,1.43
6.19,34.214,0.63
5.89,34.209,0.61
9.318,33.8713,2.535
8.14,33.907,3.25
5.47,34.22,0.46
6.917999999999999,34.131,1.021
5.96,34.28,0.43
11.51,33.129,5.26
9.45,33.397,4.52
13.71,33.804,3.98
17.92,32.912,5.72
9.61,33.84,2.89
19.62,33.258,5.42
6.55,34.285,0.46
17.09,33.88,
14.19,33.427,5.89
4.47,34.382,0.35
6.76,34.09,1.58
6.07,34.298,0.38
9.96,,2.96
10.34,33.495,3.94
18.09,34.309,5.57
8.274,33.9805,2.903
12.89,33.169000000000004,6.22
12.03,33.574,5.66
15.52,33.486,5.72
14.59,33.398,5.49
8.61,34.055,1.72
11.06,33.559,3.83
11.82,33.072,
6.94,34.196,0.55
12.95,33.342,5.96
15.68,33.43,6.28
9.778,33.3928,4.398
9.96,33.756,3.73
13.19,33.315,
5.64,34.262,0.45
16.54,33.528,
12.07,33.376999999999995,4.94
16.72,33.7,
15.47,33.143,6.0
9.51,33.886,2.68
5.65,34.163000000000004,0.73
7.92,34.22,
11.75,33.559,6.02
7.97,34.09,1.6
15.24,33.519,5.39
6.1,34.37,
13.26,33.356,5.65
18.09,33.71,
17.51,33.133,5.67
11.61,33.376999999999995,4.55
10.27,,2.3
11.9,33.591,5.06
13.88,32.995,
10.41,33.58,5.48
10.16,33.374,5.3
7.73,34.21,
13.85,33.23,5.62
5.64,34.181999999999995,0.61
10.559,33.775,2.85
18.58,33.193000000000005,5.55
4.44,34.53,
9.33,34.215,
10.91,33.707,4.11
13.63,33.28,5.76
10.89,33.41,
16.82,33.66,5.61
4.94,34.315,0.38
16.46,33.72,
3.33,,0.95
6.97,34.18,
10.38,34.81,0.1
13.23,33.455,4.76
5.3,34.321,0.38
12.95,33.45,
26.1,35.287,4.87
14.6,33.22,
11.014,33.1637,5.226
13.33,34.96,1.4
16.54,,
11.89,33.19,5.6
10.3,33.621,4.1
4.09,34.238,0.37
8.45,34.096,1.47
2.13,34.652,2.05
11.36,33.444,5.39
4.9,,0.34
9.45,33.852,3.29
14.79,33.626999999999995,5.75
5.59,34.381,0.24
9.2,33.927,2.77
10.33,33.683,3.55
7.85,34.023,3.18
6.76,34.4,0.11
19.877,33.381,
5.14,34.48,
8.25,34.046,
6.22,34.358000000000004,0.29
10.01,33.77,
12.41,32.73,
6.12,34.36,0.45
15.87,33.3036,5.747000000000001
9.69,33.68,
4.38,34.4,0.45
13.97,33.116,6.12
6.42,34.198,0.82
7.94,33.89,3.71
9.56,33.997,2.18
10.02,33.68,3.6
16.87,33.65,
9.7,33.57,3.83
5.89,34.34,
9.91,33.687,3.3
5.68,34.31,0.29
16.02,32.973,5.81
12.46,33.629,5.08
20.73,33.85,
9.51,33.72,
10.8,33.41,4.96
6.66,34.16,
15.585,33.2197,5.647
17.1,34.1,5.38
18.62,33.893,5.44
15.13,33.571,5.81
12.36,33.464,5.56
8.84,33.497,3.08
5.96,34.078,1.61
5.65,34.18,0.75
1.72,,2.35
6.74,34.3,0.54
6.9,34.246,0.66
6.16,34.16,
13.23,33.548,5.15
16.062,33.5745,
3.98,34.561,0.58
15.82,33.205,
6.01,34.089,1.26
10.8,33.527,4.48
7.58,34.25,0.85
12.19,33.604,4.01
7.584,34.1036,1.55
5.95,34.203,
17.01,33.26,
15.89,33.908,5.58
10.32,,4.0
8.47,34.233000000000004,1.51
15.99,33.096,5.79
9.46,33.55,4.02
9.03,33.816,3.12
5.36,34.206,0.47
17.32,,4.97
8.21,34.56,0.18
8.72,33.78,3.64
6.92,34.239000000000004,0.71
5.78,34.315,0.35
5.68,34.279,0.33
15.4,33.205,5.78
16.992,33.6224,5.593999999999999
7.21,34.33,0.67
6.74,33.954,2.29
10.39,33.43,4.74
12.66,33.113,6.13
5.2,34.43,
16.48,33.705,5.61
24.09,35.21,3.47
8.06,34.17,
12.23,34.85,0.24
11.64,33.376999999999995,5.5
18.8,34.276,5.44
6.15,34.129,1.0
8.74,34.31,1.49
10.1,33.7,3.93
5.62,34.23,
9.95,34.45,
14.186,33.7191,5.422999999999999
5.54,34.281,0.41
14.64,32.949,5.87
7.701,34.1756,0.971
17.9,33.187,5.58
9.08,33.8,3.25
8.23,33.967,3.01
4.03,34.4,0.43
4.11,34.374,0.56
6.22,34.355,
16.04,34.24,4.05
11.83,33.706,2.78
6.29,34.272,0.42
7.925,34.0017,2.294
9.21,32.778,6.74
17.68,33.82,5.35
7.42,,0.55
7.0,34.349000000000004,0.61
11.76,33.7,
5.11,34.427,0.35
8.78,33.89,
8.76,34.011,2.41
13.23,33.31,5.86
10.08,33.664,3.15
6.0,34.16,0.79
7.7,34.133,1.29
15.24,33.286,5.77
15.76,33.36,5.68
8.96,33.82,
5.99,34.226,0.5
7.74,34.022,
12.59,33.14,
9.652,33.5351,4.017
9.8,34.4,
10.81,33.123000000000005,5.41
13.36,33.151,5.75
9.39,33.99,3.25
15.75,,
13.92,33.5,
8.043,34.2034,1.16
9.04,34.027,2.35
6.97,34.197,0.82
3.62,34.471,0.69
10.16,,2.2
8.17,,3.25
10.48,33.4125,4.444
10.17,33.78,3.43
14.28,33.082,6.01
18.33,33.5,6.22
11.5,34.65,
18.38,33.328,5.54
9.6,33.777,3.59
5.5,34.417,0.34
6.0,34.317,
6.93,34.213,1.22
9.92,33.704,4.01
8.39,34.2,
13.24,33.55,4.87
13.36,33.423,5.04
7.709,34.1944,1.0
8.69,34.144,2.02
8.72,33.865,3.46
13.64,33.42,6.02
6.98,34.41,
5.86,34.089,1.37
6.74,34.42,0.31
14.17,33.26,
13.9,33.624,8.79
3.9,34.379,0.43
11.55,,5.07
4.38,34.51,0.46
10.57,33.451,5.69
8.23,34.062,1.94
3.6,34.53,
13.16,33.366,5.24
13.56,,5.95
18.34,33.296,5.44
13.48,33.15,5.97
5.95,34.212,0.55
11.04,34.82,
19.28,33.53,5.3
10.75,33.658,3.66
15.77,33.604,6.53
17.503,33.5903,5.685
5.96,,0.25
6.78,,1.06
11.61,33.259,4.94
14.74,32.742,6.04
6.48,34.45,0.31
5.32,34.162,
10.36,33.866,3.22
8.84,33.992,2.48
3.58,34.49,
6.04,34.349000000000004,0.25
21.94,33.75,5.83
12.6,32.945,
13.34,34.25,1.17
3.74,34.56,0.69
7.3,34.095,2.05
15.03,33.93,5.08
7.27,34.205,1.13
5.93,34.056,1.39
9.97,33.861,2.81
12.5,33.431,5.22
15.26,33.418,5.75
7.13,34.29,
6.74,32.7,6.09
9.7,33.298,
9.61,34.086,2.37
20.07,35.247,2.4
7.18,34.09,1.64
11.33,32.974000000000004,6.03
9.204,33.8267,3.46
13.35,33.163000000000004,5.99
4.36,34.427,
17.93,33.048,5.57
10.483,33.6484,3.934
12.4,33.632,4.71
8.75,33.976,2.66
8.83,33.959,3.43
7.75,,2.58
14.502,33.1084,5.682
10.06,33.665,3.5
9.16,,
9.57,33.505,4.29
17.08,33.58,5.71
8.82,34.05,
7.68,34.23,
15.69,33.236,5.96
12.1,32.942,5.61
14.76,33.4,
21.9,34.745,4.78
5.42,34.204,0.45
19.9,33.472,5.42
8.62,34.093,2.16
9.77,34.086,2.19
15.64,33.409,5.79
8.88,33.44,
9.42,33.974000000000004,2.23
9.96,33.95,2.57
18.9,33.463,5.46
9.86,33.82,2.8
9.34,34.343,
8.72,33.96,1.56
21.22,33.796,
10.59,34.131,
16.7,34.631,1.72
10.48,33.428000000000004,4.36
4.26,34.565,0.33
14.63,33.47,6.57
7.927,34.2114,0.794
3.7,,0.58
10.86,33.6,
14.88,33.639,6.06
16.84,33.692,5.66
15.53,33.9,4.54
15.61,33.37,5.55
9.823,33.4912,4.322
8.78,34.09,2.11
7.059,34.2091,0.763
9.49,34.04,
9.792,33.8571,2.642
11.225,33.1244,5.08
12.64,33.536,
8.685,33.9278,2.907
4.04,34.43,
15.94,33.506,5.77
8.89,33.651,
10.52,,2.85
11.21,33.408,4.5
16.49,33.59,
9.32,33.95,2.39
9.95,34.26,
19.37,34.156,5.14
9.62,33.55,
14.02,33.55,
12.7,33.35,
14.35,33.75,4.46
14.13,33.58,
14.89,33.478,
19.8,33.47,5.32
5.5,34.219,0.59
7.5,34.331,0.69
21.31,34.52,5.3
13.12,33.316,5.11
7.88,34.006,2.99
7.96,34.062,2.26
10.74,33.37,4.87
9.781,33.9732,2.231
7.67,34.38,0.59
10.2,33.338,4.64
8.94,33.948,2.36
10.56,34.65,0.2
10.48,34.603,0.21
4.92,34.283,0.37
6.23,34.105,1.28
9.56,34.01,2.52
11.51,33.481,4.76
11.67,33.15,
11.12,34.525,0.64
8.57,33.89,2.56
9.39,33.738,3.39
13.12,33.38,5.61
9.44,34.176,1.63
14.21,33.24,5.85
9.01,33.662,3.62
13.6,,4.9
11.9,33.53,4.14
5.74,34.28,
6.0,34.374,0.31
10.91,34.575,0.28
16.98,34.08,5.59
18.01,33.13,5.63
3.72,34.47,
23.9,34.48,4.84
6.18,33.978,1.17
10.94,33.533,4.22
10.53,33.75,
8.17,34.39,0.43
6.15,34.298,0.42
5.93,34.33,0.4
6.34,34.316,0.5
7.576,34.1478,1.187
14.36,33.213,6.34
14.05,34.986,1.45
18.72,33.439,5.44
9.4,33.69,4.0
6.61,34.173,0.98
15.66,33.66,
1.51,34.688,3.1
14.46,33.489000000000004,5.74
7.65,34.01,
9.77,34.07,
8.24,34.03,
12.91,33.29,
8.6,34.012,4.33
7.27,34.21,0.97
5.42,34.197,0.45
5.82,34.247,0.42
8.19,33.983000000000004,
9.68,33.48,
11.42,33.41,
12.22,33.727,4.3
11.08,33.689,4.45
3.74,,0.67
12.9,34.76,0.25
8.18,33.971,3.22
4.89,34.13,0.82
9.0,33.947,2.87
17.93,33.549,
11.21,33.649,4.08
15.96,33.466,5.91
6.17,34.292,
9.68,33.437,4.5
15.32,33.305,5.85
7.35,34.157,1.27
3.8,34.489000000000004,0.73
7.95,34.091,1.83
6.86,34.128,1.4
16.35,,5.44
4.21,34.05,1.52
18.04,33.91,
8.46,34.043,2.4
7.26,34.354,
16.83,35.203,4.57
10.79,34.305,1.26
13.22,33.499,5.84
8.18,,2.59
14.54,33.88,4.09
9.8,33.662,3.27
4.53,34.494,0.35
7.82,34.019,2.37
11.9,33.56,4.32
8.836,34.0276,2.14
14.45,34.672,0.2
11.03,34.554,0.64
9.783,33.3948,4.185
12.16,33.653,4.49
17.449,33.5128,
11.61,33.315,5.3
3.81,34.461,0.79
16.99,33.429,5.79
24.52,36.58,4.47
16.81,33.53,
16.48,33.326,5.67
16.06,33.22,
14.89,33.455,
9.09,34.053000000000004,2.03
7.11,34.037,2.01
12.81,33.554,5.43
17.88,35.228,2.51
13.23,33.262,5.54
9.85,33.82,
8.28,34.024,2.66
7.62,33.98,3.0
12.6,33.563,5.39
15.405,33.2979,5.6770000000000005
9.67,33.678000000000004,3.58
12.54,33.33,5.73
8.35,34.016,2.59
5.53,34.405,0.31
13.838,33.5417,6.001
15.138,33.3768,
13.77,33.17,
11.46,33.45,3.97
9.85,34.271,1.38
4.31,34.465,0.56
9.28,33.729,3.34
12.52,33.394,5.08
8.06,34.56,0.15
17.78,33.71,
6.34,34.311,0.42
16.7,33.685,5.45
5.54,34.25,0.44
3.42,34.51,0.58
15.34,33.35,5.98
9.42,34.59,0.36
16.18,33.85,
13.56,33.48,5.89
9.78,33.879,2.95
12.28,33.36,
5.7,,
19.32,33.62,5.49
13.54,33.218,6.06
3.76,34.49,0.83
9.89,33.812,3.38
12.41,33.202,5.24
3.62,34.463,0.72
6.32,34.34,
21.96,33.35,5.65
6.71,34.174,0.97
14.01,33.236999999999995,
6.02,34.181,0.86
8.86,33.986,4.51
5.79,34.313,1.01
9.79,33.63,3.66
14.52,33.49,5.69
11.8,34.88,1.36
6.74,34.385,0.25
7.99,34.2,
7.76,,1.15
5.89,,0.85
6.504,34.1875,0.643
7.04,34.02,2.34
12.93,33.5,
7.56,34.249,0.74
7.33,34.037,1.75
16.59,33.414,
16.58,33.962,
8.44,34.02,2.44
17.49,33.647,
14.89,33.31,6.27
15.28,34.87,1.25
13.61,33.303000000000004,6.34
9.54,34.367,1.01
17.72,33.493,5.58
6.78,34.174,
4.51,34.46,0.43
8.16,34.117,1.84
11.93,33.323,5.25
14.25,33.364000000000004,6.1
11.63,33.648,4.12
15.02,32.59,5.51
9.56,33.89,2.72
5.39,34.219,0.65
12.28,33.388000000000005,5.22
7.99,34.566,0.22
13.11,33.114000000000004,
11.25,33.256,4.75
8.92,34.04,2.2
9.72,33.91,
10.89,33.65,3.65
16.05,33.33,6.03
8.75,33.886,2.86
18.85,32.77,5.41
11.85,33.552,5.83
6.33,34.18,
13.34,33.442,
9.84,33.41,4.44
10.28,33.764,3.04
6.79,34.34,0.32
15.42,33.26,5.92
8.95,34.035,
13.4,33.2,
7.05,34.113,1.27
7.0,34.067,1.66
14.95,32.866,6.14
9.32,33.46,4.42
7.37,34.27,
5.35,34.254,0.41
9.55,33.591,4.25
5.82,34.38,0.32
12.02,34.74,
11.04,33.517,4.25
13.82,33.236,5.77
10.83,33.5011,4.16
9.9,33.43,
10.07,34.453,0.82
6.32,34.084,1.16
4.44,,
7.9,34.061,2.42
7.75,34.32,
4.1,34.486999999999995,0.58
18.54,34.28,
4.25,,0.43
14.34,33.555,5.62
5.881,34.1205,0.846
18.05,33.46,
13.53,33.18,
9.37,33.944,2.99
14.24,33.055,5.98
19.92,34.29,4.81
9.95,33.34,4.58
18.18,33.361,5.8
15.56,33.44,5.21
9.92,34.004,2.55
9.28,33.296,5.01
9.61,33.846,3.48
14.27,33.55,
14.58,33.68,5.42
10.44,33.454,4.48
8.51,34.075,2.55
8.73,34.023,2.6
7.68,34.271,0.79
16.1,33.55,6.01
5.86,34.05,1.23
6.14,34.26,
19.72,35.19,4.78
14.51,33.536,5.17
12.04,33.547,6.01
16.97,33.754,5.73
8.78,33.947,2.96
18.56,33.429,5.52
9.54,34.516,0.29
9.99,33.731,3.42
5.88,33.975,1.71
16.79,33.56,5.41
8.62,34.04,2.4
9.365,33.6954,3.378
10.09,33.857,3.79
8.037,33.9814,2.945
19.34,33.16,5.32
5.1,,0.4
13.82,33.349000000000004,5.85
19.722,33.447,5.482
11.02,34.354,1.2
8.45,34.209,1.18
19.42,35.208,3.65
7.367000000000001,34.053000000000004,1.844
6.12,34.301,0.42
4.6,34.19,0.38
15.84,33.72,5.69
10.71,34.6,0.19
11.226,33.6795,3.811
6.16,33.98,1.5
4.71,34.43,
11.66,33.451,4.97
8.11,34.01,3.03
8.69,34.194,
13.58,34.17,
9.58,33.97,2.24
9.31,34.049,1.9
6.01,34.04,1.91
10.14,33.549,3.81
9.61,33.83,
8.77,34.149,1.72
4.35,34.163000000000004,0.74
15.9,33.97,
9.11,,2.17
6.14,34.2,
10.57,33.701,3.63
7.3,34.43,0.46
6.5,34.068000000000005,1.59
7.34,34.08,1.5
15.4,33.687,5.44
11.72,33.484,5.55
13.66,33.4,5.12
7.02,34.485,
4.37,34.468,
14.21,33.477,5.98
6.66,34.32,0.63
12.99,32.928000000000004,6.02
15.65,33.527,5.54
5.68,34.04,1.96
7.54,34.04,1.68
16.89,35.38,
14.57,33.157,
14.56,33.484,6.49
8.397,34.0798,1.788
7.77,34.028,2.57
8.55,34.024,2.41
15.34,33.71,5.01
4.05,,0.56
12.91,33.67,
11.01,33.52,
3.86,34.442,0.41
15.82,33.454,5.82
9.95,33.471,4.85
10.12,33.117,5.48
4.14,34.16,
11.32,34.225,1.7
14.14,33.48,6.1
23.56,35.329,3.87
7.73,,1.33
13.51,33.024,5.61
15.8,33.075,
16.47,33.105,
14.13,33.511,6.25
13.65,33.26,6.36
14.02,33.46,5.14
8.49,34.049,
9.29,34.073,2.07
9.35,33.691,3.75
14.25,33.021,5.96
8.13,33.91,2.92
18.0,,
16.05,33.535,
9.304,33.8141,2.988
7.95,33.966,2.8
20.195,33.6264,
9.73,34.403,0.79
16.4,33.39,5.79
5.73,34.247,0.47
7.9,34.163000000000004,1.1
11.86,33.497,3.78
14.55,33.459,
10.35,33.749,3.15
9.559,33.8265,2.774
13.9,33.13,
9.34,33.693000000000005,3.92
6.23,34.328,0.31
13.28,33.3,5.37
15.63,33.652,5.96
15.02,33.85,5.64
8.95,33.911,2.86
9.07,33.681999999999995,3.63
8.08,,2.55
15.69,33.84,4.34
10.12,33.66,
6.02,34.31,0.47
10.71,33.669000000000004,4.19
10.418,33.4929,4.355
11.11,33.437,5.69
9.35,34.178000000000004,1.69
10.49,33.5515,3.773
11.39,33.59,
8.7,33.969,
6.88,,1.57
14.58,33.407,5.87
7.75,34.23,1.09
4.69,34.49,
6.11,34.342,0.38
6.97,34.125,1.23
5.5,34.27,0.43
16.3,35.52,3.66
8.02,34.035,2.52
9.32,33.83,
7.67,34.178000000000004,1.45
6.52,34.409,0.27
9.76,33.84,
7.83,34.064,2.17
7.316,34.2549,0.6559999999999999
7.26,34.235,0.79
6.28,34.33,0.48
10.5,33.512,
3.53,34.564,0.68
13.55,34.864000000000004,0.57
4.56,34.491,0.44
12.17,34.343,0.73
6.07,34.196,0.6
15.36,33.016,6.05
11.31,33.71,
7.28,34.079,1.77
8.37,34.049,2.29
7.63,34.196,1.29
15.46,33.8,5.11
12.59,33.498000000000005,6.0
7.311,34.0858,1.607
14.26,,5.09
14.29,33.187,5.94
19.41,33.318000000000005,6.5
19.69,33.578,5.63
6.19,34.025,1.85
14.468,33.4022,5.989
15.12,33.64,5.87
11.607,33.5661,4.067
12.95,33.455,6.17
9.86,34.465,0.67
7.27,34.273,0.59
6.16,34.36,0.28
14.71,33.137,5.9
5.48,34.371,0.19
7.32,34.115,1.65
4.16,34.48,0.31
14.763,33.1795,
4.61,34.38,0.31
12.84,33.19,
9.01,34.239000000000004,1.71
14.01,35.214,2.79
8.01,34.21,
17.77,33.422,5.57
6.1,34.376999999999995,0.42
15.786,33.1751,5.767
7.736000000000001,34.0688,1.797
16.45,33.74,
5.44,34.184,0.6
8.81,34.125,1.84
3.57,34.472,0.7
12.97,32.748000000000005,6.26
21.48,33.726,
18.61,33.695,5.74
9.85,33.887,2.83
5.91,34.383,
6.09,34.143,0.81
8.43,,
10.77,33.733000000000004,3.37
10.64,34.63,0.72
12.75,33.456,6.46
13.42,33.468,
1.8,34.63,2.23
6.63,34.195,0.98
13.16,33.165,5.55
